rule,status,onset,cert_step,period,dx,dy,visited,bbox_w,bbox_h,onset_exact
RLLLLLLLLLR,TIMEOUT,-1,20000000,-1,0,0,484,22,22,0
RLLLLLLLLLL,TIMEOUT,-1,20000000,-1,0,0,74456,307,284,0
RRRRRRRRRRRR,CYCLE,-1,111,48,0,0,4,2,2,0
RRRRRRRRRRRL,HIGHWAY,271,5120,180,2,-2,287,58,59,1
RRRRRRRRRRLR,TIMEOUT,-1,20000000,-1,0,0,83626,325,437,0
RRRRRRRRRRLL,TIMEOUT,-1,20000000,-1,0,0,226,15,16,0
RRRRRRRRRLRR,TIMEOUT,-1,20000000,-1,0,0,81203,312,326,0
RRRRRRRRRLRL,TIMEOUT,-1,20000000,-1,0,0,586,27,26,0
RRRRRRRRRLLR,TIMEOUT,-1,20000000,-1,0,0,230,15,16,0
RRRRRRRRRLLL,HIGHWAY,195,5120,172,-2,2,429,63,63,1
RRRRRRRRLRRR,TIMEOUT,-1,20000000,-1,0,0,79289,322,300,0
RRRRRRRRLRRL,TIMEOUT,-1,20000000,-1,0,0,2627,59,58,0
RRRRRRRRLRLR,TIMEOUT,-1,20000000,-1,0,0,584,26,26,0
RRRRRRRRLRLL,HIGHWAY,4759724,4764672,1544,4,4,29389,236,202,1
RRRRRRRRLLRR,TIMEOUT,-1,20000000,-1,0,0,230,15,16,0
RRRRRRRRLLRL,TIMEOUT,-1,20000000,-1,0,0,74190,304,350,0
RRRRRRRRLLLR,TIMEOUT,-1,20000000,-1,0,0,86640,365,359,0
RRRRRRRRLLLL,TIMEOUT,-1,20000000,-1,0,0,618,26,28,0
RRRRRRRLRRRR,TIMEOUT,-1,20000000,-1,0,0,85563,337,328,0
RRRRRRRLRRRL,TIMEOUT,-1,20000000,-1,0,0,70891,292,330,0
RRRRRRRLRRLR,TIMEOUT,-1,20000000,-1,0,0,2643,58,58,0
RRRRRRRLRRLL,HIGHWAY,10046,13312,176,-2,2,733,55,62,1
RRRRRRRLRLRR,TIMEOUT,-1,20000000,-1,0,0,620,27,27,0
RRRRRRRLRLRL,HIGHWAY,225,3072,180,-2,2,319,38,38,1
RRRRRRRLRLLR,HIGHWAY,1576,3072,168,2,2,258,31,30,1
RRRRRRRLRLLL,TIMEOUT,-1,20000000,-1,0,0,2648,59,58,0
RRRRRRRLLRRR,TIMEOUT,-1,20000000,-1,0,0,236,16,16,0
RRRRRRRLLRRL,TIMEOUT,-1,20000000,-1,0,0,62191,294,289,0
RRRRRRRLLRLR,HIGHWAY,193,2048,164,-2,2,238,29,29,1
RRRRRRRLLRLL,TIMEOUT,-1,20000000,-1,0,0,592,26,26,0
RRRRRRRLLLRR,HIGHWAY,401501,402432,160,-2,2,5850,86,112,1
RRRRRRRLLLRL,TIMEOUT,-1,20000000,-1,0,0,2625,58,58,0
RRRRRRRLLLLR,TIMEOUT,-1,20000000,-1,0,0,618,26,28,0
RRRRRRRLLLLL,HIGHWAY,221,4096,172,-2,2,437,51,51,1
RRRRRRLRRRRR,TIMEOUT,-1,20000000,-1,0,0,1432143,1198,1198,0
RRRRRRLRRRRL,TIMEOUT,-1,20000000,-1,0,0,82650,352,338,0
RRRRRRLRRRLR,TIMEOUT,-1,20000000,-1,0,0,75628,322,337,0
RRRRRRLRRRLL,TIMEOUT,-1,20000000,-1,0,0,95504,364,353,0
RRRRRRLRRLRR,TIMEOUT,-1,20000000,-1,0,0,2700,58,59,0
RRRRRRLRRLRL,HIGHWAY,292367,293888,288,2,-2,5009,84,99,1
RRRRRRLRRLLR,TIMEOUT,-1,20000000,-1,0,0,86429,341,344,0
RRRRRRLRRLLL,TIMEOUT,-1,20000000,-1,0,0,69303,300,302,0
RRRRRRLRLRRR,TIMEOUT,-1,20000000,-1,0,0,622,27,27,0
RRRRRRLRLRRL,OOB,-1,182686,-1,0,0,11071,1037,1037,0
RRRRRRLRLRLR,TIMEOUT,-1,20000000,-1,0,0,108531,376,445,0
RRRRRRLRLRLL,TIMEOUT,-1,20000000,-1,0,0,2759,58,59,0
RRRRRRLRLLRR,HIGHWAY,706,3072,160,-2,2,290,39,40,1
RRRRRRLRLLRL,TIMEOUT,-1,20000000,-1,0,0,60269,263,284,0
RRRRRRLRLLLR,TIMEOUT,-1,20000000,-1,0,0,2795,60,60,0
RRRRRRLRLLLL,TIMEOUT,-1,20000000,-1,0,0,94440,353,354,0
RRRRRRLLRRRR,TIMEOUT,-1,20000000,-1,0,0,252,16,18,0
RRRRRRLLRRRL,TIMEOUT,-1,20000000,-1,0,0,58945,279,279,0
RRRRRRLLRRLR,TIMEOUT,-1,20000000,-1,0,0,80475,337,363,0
RRRRRRLLRRLL,TIMEOUT,-1,20000000,-1,0,0,632,27,28,0
RRRRRRLLRLRR,OOB,-1,8419499,-1,0,0,527908,1027,1026,0
RRRRRRLLRLRL,TIMEOUT,-1,20000000,-1,0,0,2725,58,58,0
RRRRRRLLRLLR,TIMEOUT,-1,20000000,-1,0,0,632,28,27,0
RRRRRRLLRLLL,HIGHWAY,560150,561152,98,-1,1,15414,184,175,1
RRRRRRLLLRRR,HIGHWAY,138436,141312,152,-2,2,2932,76,97,1
RRRRRRLLLRRL,TIMEOUT,-1,20000000,-1,0,0,63054,288,275,0
RRRRRRLLLRLR,TIMEOUT,-1,20000000,-1,0,0,2718,58,59,0
RRRRRRLLLRLL,HIGHWAY,1709071,1713152,860,6,6,17877,160,194,1
RRRRRRLLLLRR,TIMEOUT,-1,20000000,-1,0,0,662,27,28,0
RRRRRRLLLLRL,TIMEOUT,-1,20000000,-1,0,0,97451,368,346,0
RRRRRRLLLLLR,HIGHWAY,287327,292864,884,-4,4,5832,100,119,1
RRRRRRLLLLLL,TIMEOUT,-1,20000000,-1,0,0,20182,141,174,0
RRRRRLRRRRRR,TIMEOUT,-1,20000000,-1,0,0,1670414,1293,1294,0
RRRRRLRRRRRL,HIGHWAY,127,2048,84,2,-2,247,50,51,1
RRRRRLRRRRLR,TIMEOUT,-1,20000000,-1,0,0,95960,378,392,0
RRRRRLRRRRLL,TIMEOUT,-1,20000000,-1,0,0,161440,438,454,0
RRRRRLRRRLRR,TIMEOUT,-1,20000000,-1,0,0,76003,330,318,0
RRRRRLRRRLRL,HIGHWAY,2206744,2208768,244,-2,-2,23011,185,187,1
RRRRRLRRRLLR,TIMEOUT,-1,20000000,-1,0,0,139420,477,464,0
RRRRRLRRRLLL,TIMEOUT,-1,20000000,-1,0,0,94566,363,370,0
RRRRRLRRLRRR,TIMEOUT,-1,20000000,-1,0,0,4819,74,76,0
RRRRRLRRLRRL,TIMEOUT,-1,20000000,-1,0,0,90566,348,365,0
RRRRRLRRLRLR,TIMEOUT,-1,20000000,-1,0,0,90732,381,354,0
RRRRRLRRLRLL,TIMEOUT,-1,20000000,-1,0,0,74259,295,323,0
RRRRRLRRLLRR,TIMEOUT,-1,20000000,-1,0,0,96671,382,342,0
RRRRRLRRLLRL,TIMEOUT,-1,20000000,-1,0,0,90565,360,335,0
RRRRRLRRLLLR,TIMEOUT,-1,20000000,-1,0,0,74824,298,346,0
RRRRRLRRLLLL,TIMEOUT,-1,20000000,-1,0,0,77601,331,315,0
RRRRRLRLRRRR,TIMEOUT,-1,20000000,-1,0,0,687,28,28,0
RRRRRLRLRRRL,TIMEOUT,-1,20000000,-1,0,0,76064,341,300,0
RRRRRLRLRRLR,HIGHWAY,219,2048,164,-2,2,232,29,28,1
RRRRRLRLRRLL,TIMEOUT,-1,20000000,-1,0,0,2893,61,59,0
RRRRRLRLRLRR,HIGHWAY,4621515,4623360,492,-2,-2,32920,223,200,1
RRRRRLRLRLRL,TIMEOUT,-1,20000000,-1,0,0,68207,311,296,0
RRRRRLRLRLLR,TIMEOUT,-1,20000000,-1,0,0,2935,59,60,0
RRRRRLRLRLLL,TIMEOUT,-1,20000000,-1,0,0,71330,311,310,0
RRRRRLRLLRRR,TIMEOUT,-1,20000000,-1,0,0,87115,351,334,0
RRRRRLRLLRRL,TIMEOUT,-1,20000000,-1,0,0,89519,353,346,0
RRRRRLRLLRLR,TIMEOUT,-1,20000000,-1,0,0,73537,304,305,0
RRRRRLRLLRLL,TIMEOUT,-1,20000000,-1,0,0,89309,346,328,0
RRRRRLRLLLRR,TIMEOUT,-1,20000000,-1,0,0,3029,60,60,0
RRRRRLRLLLRL,TIMEOUT,-1,20000000,-1,0,0,73535,293,319,0
RRRRRLRLLLLR,HIGHWAY,2817859,2819072,180,-2,2,23755,188,177,1
RRRRRLRLLLLL,TIMEOUT,-1,20000000,-1,0,0,66012,292,287,0
RRRRRLLRRRRR,TIMEOUT,-1,20000000,-1,0,0,262,17,18,0
RRRRRLLRRRRL,TIMEOUT,-1,20000000,-1,0,0,60249,282,270,0
RRRRRLLRRRLR,TIMEOUT,-1,20000000,-1,0,0,66900,287,302,0
RRRRRLLRRRLL,TIMEOUT,-1,20000000,-1,0,0,662,28,28,0
RRRRRLLRRLRR,HIGHWAY,187,1024,74,-1,1,132,17,17,1
RRRRRLLRRLRL,TIMEOUT,-1,20000000,-1,0,0,2804,59,60,0
RRRRRLLRRLLR,TIMEOUT,-1,20000000,-1,0,0,660,27,28,0
RRRRRLLRRLLL,HIGHWAY,32687,39936,434,3,-3,1476,89,89,1
RRRRRLLRLRRR,HIGHWAY,50909,56320,148,2,-2,2023,102,117,1
RRRRRLLRLRRL,TIMEOUT,-1,20000000,-1,0,0,62068,274,289,0
RRRRRLLRLRLR,TIMEOUT,-1,20000000,-1,0,0,2851,59,58,0
RRRRRLLRLRLL,TIMEOUT,-1,20000000,-1,0,0,98983,379,370,0
RRRRRLLRLLRR,TIMEOUT,-1,20000000,-1,0,0,658,28,28,0
RRRRRLLRLLRL,HIGHWAY,267324,269312,110,1,1,4925,89,106,1
RRRRRLLRLLLR,HIGHWAY,215,6144,156,-2,2,717,82,82,1
RRRRRLLRLLLL,TIMEOUT,-1,20000000,-1,0,0,2915,60,59,0
RRRRRLLLRRRR,HIGHWAY,4686,5120,144,-2,-2,354,24,23,1
RRRRRLLLRRRL,TIMEOUT,-1,20000000,-1,0,0,90502,346,359,0
RRRRRLLLRRLR,TIMEOUT,-1,20000000,-1,0,0,69866,307,294,0
RRRRRLLLRRLL,TIMEOUT,-1,20000000,-1,0,0,95823,360,354,0
RRRRRLLLRLRR,TIMEOUT,-1,20000000,-1,0,0,2992,61,62,0
RRRRRLLLRLRL,TIMEOUT,-1,20000000,-1,0,0,78655,329,325,0
RRRRRLLLRLLR,TIMEOUT,-1,20000000,-1,0,0,93921,360,374,0
RRRRRLLLRLLL,TIMEOUT,-1,20000000,-1,0,0,61344,276,293,0
RRRRRLLLLRRR,TIMEOUT,-1,20000000,-1,0,0,680,27,30,0
RRRRRLLLLRRL,TIMEOUT,-1,20000000,-1,0,0,73138,328,293,0
RRRRRLLLLRLR,HIGHWAY,217,1024,164,-2,2,121,16,16,1
RRRRRLLLLRLL,TIMEOUT,-1,20000000,-1,0,0,2888,59,60,0
RRRRRLLLLLRR,TIMEOUT,-1,20000000,-1,0,0,90725,367,329,0
RRRRRLLLLLRL,TIMEOUT,-1,20000000,-1,0,0,62092,277,266,0
RRRRRLLLLLLR,TIMEOUT,-1,20000000,-1,0,0,25618,157,192,0
RRRRRLLLLLLL,TIMEOUT,-1,20000000,-1,0,0,81878,320,332,0
RRRRLRRRRRRR,TIMEOUT,-1,20000000,-1,0,0,84991,308,333,0
RRRRLRRRRRRL,TIMEOUT,-1,20000000,-1,0,0,130171,438,417,0
RRRRLRRRRRLR,TIMEOUT,-1,20000000,-1,0,0,140328,423,481,0
RRRRLRRRRRLL,TIMEOUT,-1,20000000,-1,0,0,127504,417,398,0
RRRRLRRRRLRR,HIGHWAY,103,4096,68,2,-2,606,122,123,1
RRRRLRRRRLRL,HIGHWAY,103,4096,68,2,-2,606,122,123,1
RRRRLRRRRLLR,HIGHWAY,103,4096,68,2,-2,606,122,123,1
RRRRLRRRRLLL,HIGHWAY,103,4096,68,2,-2,606,122,123,1
RRRRLRRRLRRR,TIMEOUT,-1,20000000,-1,0,0,88927,349,341,0
RRRRLRRRLRRL,TIMEOUT,-1,20000000,-1,0,0,130206,498,416,0
RRRRLRRRLRLR,TIMEOUT,-1,20000000,-1,0,0,142027,428,475,0
RRRRLRRRLRLL,TIMEOUT,-1,20000000,-1,0,0,171068,516,506,0
RRRRLRRRLLRR,TIMEOUT,-1,20000000,-1,0,0,183367,444,468,0
RRRRLRRRLLRL,OOB,-1,513724,-1,0,0,41809,1060,1042,0
RRRRLRRRLLLR,TIMEOUT,-1,20000000,-1,0,0,2505500,1582,1584,0
RRRRLRRRLLLL,TIMEOUT,-1,20000000,-1,0,0,2494008,1581,1578,0
RRRRLRRLRRRR,TIMEOUT,-1,20000000,-1,0,0,4020,64,66,0
RRRRLRRLRRRL,TIMEOUT,-1,20000000,-1,0,0,114659,418,400,0
RRRRLRRLRRLR,TIMEOUT,-1,20000000,-1,0,0,99171,361,405,0
RRRRLRRLRRLL,TIMEOUT,-1,20000000,-1,0,0,93149,351,352,0
RRRRLRRLRLRR,TIMEOUT,-1,20000000,-1,0,0,106632,410,382,0
RRRRLRRLRLRL,TIMEOUT,-1,20000000,-1,0,0,109572,372,401,0
RRRRLRRLRLLR,TIMEOUT,-1,20000000,-1,0,0,86289,380,344,0
RRRRLRRLRLLL,TIMEOUT,-1,20000000,-1,0,0,102251,410,359,0
RRRRLRRLLRRR,TIMEOUT,-1,20000000,-1,0,0,181544,527,564,0
RRRRLRRLLRRL,TIMEOUT,-1,20000000,-1,0,0,107116,427,380,0
RRRRLRRLLRLR,HIGHWAY,13546415,13552640,560,-4,4,83057,383,326,1
RRRRLRRLLRLL,HIGHWAY,18200,19456,140,-2,2,1139,55,46,1
RRRRLRRLLLRR,TIMEOUT,-1,20000000,-1,0,0,87982,356,344,0
RRRRLRRLLLRL,TIMEOUT,-1,20000000,-1,0,0,125255,422,408,0
RRRRLRRLLLLR,TIMEOUT,-1,20000000,-1,0,0,116925,389,409,0
RRRRLRRLLLLL,TIMEOUT,-1,20000000,-1,0,0,6362,88,85,0
RRRRLRLRRRRR,TIMEOUT,-1,20000000,-1,0,0,689,28,29,0
RRRRLRLRRRRL,TIMEOUT,-1,20000000,-1,0,0,80307,336,355,0
RRRRLRLRRRLR,TIMEOUT,-1,20000000,-1,0,0,82533,313,326,0
RRRRLRLRRRLL,TIMEOUT,-1,20000000,-1,0,0,3161,65,63,0
RRRRLRLRRLRR,OOB,-1,785394,-1,0,0,16980,1087,1048,0
RRRRLRLRRLRL,TIMEOUT,-1,20000000,-1,0,0,78858,316,338,0
RRRRLRLRRLLR,TIMEOUT,-1,20000000,-1,0,0,3233,63,64,0
RRRRLRLRRLLL,TIMEOUT,-1,20000000,-1,0,0,82356,349,313,0
RRRRLRLRLRRR,TIMEOUT,-1,20000000,-1,0,0,96952,385,337,0
RRRRLRLRLRRL,HIGHWAY,69892,70656,66,1,1,2094,51,70,1
RRRRLRLRLRLR,TIMEOUT,-1,20000000,-1,0,0,77399,323,332,0
RRRRLRLRLRLL,TIMEOUT,-1,20000000,-1,0,0,80637,322,312,0
RRRRLRLRLLRR,TIMEOUT,-1,20000000,-1,0,0,3366,62,65,0
RRRRLRLRLLRL,TIMEOUT,-1,20000000,-1,0,0,81282,326,343,0
RRRRLRLRLLLR,TIMEOUT,-1,20000000,-1,0,0,79612,314,324,0
RRRRLRLRLLLL,TIMEOUT,-1,20000000,-1,0,0,75714,322,334,0
RRRRLRLLRRRR,HIGHWAY,15620097,15628288,312,-2,-2,88228,392,403,0
RRRRLRLLRRRL,TIMEOUT,-1,20000000,-1,0,0,103820,362,392,0
RRRRLRLLRRLR,HIGHWAY,4109890,4111360,220,-2,-2,37699,238,230,1
RRRRLRLLRRLL,HIGHWAY,2791,4096,172,-2,2,377,30,34,1
RRRRLRLLRLRR,TIMEOUT,-1,20000000,-1,0,0,86107,344,318,0
RRRRLRLLRLRL,OOB,-1,3621081,-1,0,0,39120,1034,1141,0
RRRRLRLLRLLR,TIMEOUT,-1,20000000,-1,0,0,101753,396,344,0
RRRRLRLLRLLL,TIMEOUT,-1,20000000,-1,0,0,90070,319,365,0
RRRRLRLLLRRR,TIMEOUT,-1,20000000,-1,0,0,4202,72,67,0
RRRRLRLLLRRL,TIMEOUT,-1,20000000,-1,0,0,84488,323,353,0
RRRRLRLLLRLR,TIMEOUT,-1,20000000,-1,0,0,84232,342,328,0
RRRRLRLLLRLL,TIMEOUT,-1,20000000,-1,0,0,80545,318,326,0
RRRRLRLLLLRR,TIMEOUT,-1,20000000,-1,0,0,88316,368,352,0
RRRRLRLLLLRL,TIMEOUT,-1,20000000,-1,0,0,87148,331,324,0
RRRRLRLLLLLR,TIMEOUT,-1,20000000,-1,0,0,74765,311,290,0
RRRRLRLLLLLL,TIMEOUT,-1,20000000,-1,0,0,78623,307,299,0
RRRRLLRRRRRR,TIMEOUT,-1,20000000,-1,0,0,274,17,18,0
RRRRLLRRRRRL,TIMEOUT,-1,20000000,-1,0,0,61083,297,271,0
RRRRLLRRRRLR,TIMEOUT,-1,20000000,-1,0,0,61771,277,273,0
RRRRLLRRRRLL,TIMEOUT,-1,20000000,-1,0,0,686,27,30,0
RRRRLLRRRLRR,HIGHWAY,200022,202752,446,-3,-3,3902,71,91,1
RRRRLLRRRLRL,TIMEOUT,-1,20000000,-1,0,0,2874,60,61,0
RRRRLLRRRLLR,TIMEOUT,-1,20000000,-1,0,0,682,28,28,0
RRRRLLRRRLLL,TIMEOUT,-1,20000000,-1,0,0,63530,257,286,0
RRRRLLRRLRRR,HIGHWAY,862,8192,180,-2,2,668,94,92,1
RRRRLLRRLRRL,TIMEOUT,-1,20000000,-1,0,0,71050,323,282,0
RRRRLLRRLRLR,TIMEOUT,-1,20000000,-1,0,0,3022,61,62,0
RRRRLLRRLRLL,TIMEOUT,-1,20000000,-1,0,0,80240,342,313,0
RRRRLLRRLLRR,TIMEOUT,-1,20000000,-1,0,0,690,27,30,0
RRRRLLRRLLRL,TIMEOUT,-1,20000000,-1,0,0,64174,273,288,0
RRRRLLRRLLLR,HIGHWAY,3053,4096,264,2,-2,318,29,29,1
RRRRLLRRLLLL,TIMEOUT,-1,20000000,-1,0,0,23606,153,186,0
RRRRLLRLRRRR,OOB,-1,17165050,-1,0,0,483793,1138,1055,0
RRRRLLRLRRRL,TIMEOUT,-1,20000000,-1,0,0,85132,332,356,0
RRRRLLRLRRLR,TIMEOUT,-1,20000000,-1,0,0,78536,295,362,0
RRRRLLRLRRLL,TIMEOUT,-1,20000000,-1,0,0,81469,308,326,0
RRRRLLRLRLRR,TIMEOUT,-1,20000000,-1,0,0,3158,62,62,0
RRRRLLRLRLRL,TIMEOUT,-1,20000000,-1,0,0,70718,291,318,0
RRRRLLRLRLLR,TIMEOUT,-1,20000000,-1,0,0,91932,325,395,0
RRRRLLRLRLLL,TIMEOUT,-1,20000000,-1,0,0,69750,305,295,0
RRRRLLRLLRRR,TIMEOUT,-1,20000000,-1,0,0,694,28,28,0
RRRRLLRLLRRL,TIMEOUT,-1,20000000,-1,0,0,67593,308,275,0
RRRRLLRLLRLR,TIMEOUT,-1,20000000,-1,0,0,76852,318,324,0
RRRRLLRLLRLL,TIMEOUT,-1,20000000,-1,0,0,2995,61,62,0
RRRRLLRLLLRR,TIMEOUT,-1,20000000,-1,0,0,87766,326,356,0
RRRRLLRLLLRL,TIMEOUT,-1,20000000,-1,0,0,66044,278,283,0
RRRRLLRLLLLR,TIMEOUT,-1,20000000,-1,0,0,3035,61,61,0
RRRRLLRLLLLL,TIMEOUT,-1,20000000,-1,0,0,60736,266,269,0
RRRRLLLRRRRR,HIGHWAY,18962907,18966528,676,2,-2,73538,286,317,1
RRRRLLLRRRRL,HIGHWAY,115,8192,92,-2,2,1255,181,181,1
RRRRLLLRRRLR,OOB,-1,13355039,-1,0,0,89940,1067,1163,0
RRRRLLLRRRLL,TIMEOUT,-1,20000000,-1,0,0,105265,372,382,0
RRRRLLLRRLRR,TIMEOUT,-1,20000000,-1,0,0,85696,352,351,0
RRRRLLLRRLRL,TIMEOUT,-1,20000000,-1,0,0,99523,352,360,0
RRRRLLLRRLLR,TIMEOUT,-1,20000000,-1,0,0,95143,348,341,0
RRRRLLLRRLLL,TIMEOUT,-1,20000000,-1,0,0,7234,96,89,0
RRRRLLLRLRRR,TIMEOUT,-1,20000000,-1,0,0,3834,66,67,0
RRRRLLLRLRRL,TIMEOUT,-1,20000000,-1,0,0,82516,350,335,0
RRRRLLLRLRLR,TIMEOUT,-1,20000000,-1,0,0,81821,339,334,0
RRRRLLLRLRLL,TIMEOUT,-1,20000000,-1,0,0,74776,298,309,0
RRRRLLLRLLRR,TIMEOUT,-1,20000000,-1,0,0,103824,413,356,0
RRRRLLLRLLRL,HIGHWAY,1998849,2007040,632,4,-4,26208,220,247,0
RRRRLLLRLLLR,TIMEOUT,-1,20000000,-1,0,0,77365,304,315,0
RRRRLLLRLLLL,TIMEOUT,-1,20000000,-1,0,0,78854,301,303,0
RRRRLLLLRRRR,TIMEOUT,-1,20000000,-1,0,0,732,28,30,0
RRRRLLLLRRRL,TIMEOUT,-1,20000000,-1,0,0,67548,291,292,0
RRRRLLLLRRLR,TIMEOUT,-1,20000000,-1,0,0,75580,323,309,0
RRRRLLLLRRLL,TIMEOUT,-1,20000000,-1,0,0,28680,167,204,0
RRRRLLLLRLRR,TIMEOUT,-1,20000000,-1,0,0,85299,348,323,0
RRRRLLLLRLRL,TIMEOUT,-1,20000000,-1,0,0,70582,306,315,0
RRRRLLLLRLLR,TIMEOUT,-1,20000000,-1,0,0,3205,62,62,0
RRRRLLLLRLLL,TIMEOUT,-1,20000000,-1,0,0,65884,273,290,0
RRRRLLLLLRRR,HIGHWAY,2430545,2434048,292,-2,2,24583,169,211,1
RRRRLLLLLRRL,TIMEOUT,-1,20000000,-1,0,0,8352,111,108,0
RRRRLLLLLRLR,TIMEOUT,-1,20000000,-1,0,0,73911,302,303,0
RRRRLLLLLRLL,TIMEOUT,-1,20000000,-1,0,0,78781,306,304,0
RRRRLLLLLLRR,TIMEOUT,-1,20000000,-1,0,0,39104,197,232,0
RRRRLLLLLLRL,TIMEOUT,-1,20000000,-1,0,0,67044,290,295,0
RRRRLLLLLLLR,TIMEOUT,-1,20000000,-1,0,0,75993,289,285,0
RRRRLLLLLLLL,TIMEOUT,-1,20000000,-1,0,0,1506,38,40,0
RRRLRRRRRRRR,TIMEOUT,-1,20000000,-1,0,0,2504642,1584,1584,0
RRRLRRRRRRRL,TIMEOUT,-1,20000000,-1,0,0,116251,401,377,0
RRRLRRRRRRLR,TIMEOUT,-1,20000000,-1,0,0,126597,405,399,0
RRRLRRRRRRLL,TIMEOUT,-1,20000000,-1,0,0,2504331,1584,1584,0
RRRLRRRRRLRR,TIMEOUT,-1,20000000,-1,0,0,144141,437,452,0
RRRLRRRRRLRL,TIMEOUT,-1,20000000,-1,0,0,140284,426,458,0
RRRLRRRRRLLR,TIMEOUT,-1,20000000,-1,0,0,2503882,1583,1584,0
RRRLRRRRRLLL,TIMEOUT,-1,20000000,-1,0,0,2504902,1583,1585,0
RRRLRRRRLRRR,TIMEOUT,-1,20000000,-1,0,0,117994,396,433,0
RRRLRRRRLRRL,TIMEOUT,-1,20000000,-1,0,0,176507,564,485,0
RRRLRRRRLRLR,TIMEOUT,-1,20000000,-1,0,0,201496,480,631,0
RRRLRRRRLRLL,TIMEOUT,-1,20000000,-1,0,0,136642,449,423,0
RRRLRRRRLLRR,TIMEOUT,-1,20000000,-1,0,0,122356,415,400,0
RRRLRRRRLLRL,TIMEOUT,-1,20000000,-1,0,0,170061,572,502,0
RRRLRRRRLLLR,HIGHWAY,3339801,3341312,336,-2,2,47139,275,243,1
RRRLRRRRLLLL,TIMEOUT,-1,20000000,-1,0,0,165210,465,477,0
RRRLRRRLRRRR,HIGHWAY,79,5120,52,2,-2,987,198,199,1
RRRLRRRLRRRL,HIGHWAY,79,5120,52,2,-2,987,198,199,1
RRRLRRRLRRLR,HIGHWAY,79,5120,52,2,-2,987,198,199,1
RRRLRRRLRRLL,HIGHWAY,79,5120,52,2,-2,987,198,199,1
RRRLRRRLRLRR,HIGHWAY,79,5120,52,2,-2,987,198,199,1
RRRLRRRLRLRL,HIGHWAY,79,5120,52,2,-2,987,198,199,1
RRRLRRRLRLLR,HIGHWAY,79,5120,52,2,-2,987,198,199,1
RRRLRRRLRLLL,HIGHWAY,79,5120,52,2,-2,987,198,199,1
RRRLRRRLLRRR,HIGHWAY,79,5120,52,2,-2,987,198,199,1
RRRLRRRLLRRL,HIGHWAY,79,5120,52,2,-2,987,198,199,1
RRRLRRRLLRLR,HIGHWAY,79,5120,52,2,-2,987,198,199,1
RRRLRRRLLRLL,HIGHWAY,79,5120,52,2,-2,987,198,199,1
RRRLRRRLLLRR,HIGHWAY,79,5120,52,2,-2,987,198,199,1
RRRLRRRLLLRL,HIGHWAY,79,5120,52,2,-2,987,198,199,1
RRRLRRRLLLLR,HIGHWAY,79,5120,52,2,-2,987,198,199,1
RRRLRRRLLLLL,HIGHWAY,79,5120,52,2,-2,987,198,199,1
RRRLRRLRRRRR,TIMEOUT,-1,20000000,-1,0,0,4752,72,72,0
RRRLRRLRRRRL,TIMEOUT,-1,20000000,-1,0,0,109742,374,413,0
RRRLRRLRRRLR,TIMEOUT,-1,20000000,-1,0,0,122185,422,394,0
RRRLRRLRRRLL,TIMEOUT,-1,20000000,-1,0,0,123571,430,401,0
RRRLRRLRRLRR,HIGHWAY,1586724,1588224,224,-2,-2,20525,156,203,1
RRRLRRLRRLRL,HIGHWAY,720583,721920,256,-2,2,12890,132,138,1
RRRLRRLRRLLR,TIMEOUT,-1,20000000,-1,0,0,121584,373,450,0
RRRLRRLRRLLL,TIMEOUT,-1,20000000,-1,0,0,126504,426,406,0
RRRLRRLRLRRR,TIMEOUT,-1,20000000,-1,0,0,121311,465,415,0
RRRLRRLRLRRL,TIMEOUT,-1,20000000,-1,0,0,145534,435,486,0
RRRLRRLRLRLR,TIMEOUT,-1,20000000,-1,0,0,141619,508,434,0
RRRLRRLRLRLL,TIMEOUT,-1,20000000,-1,0,0,154202,444,473,0
RRRLRRLRLLRR,TIMEOUT,-1,20000000,-1,0,0,157478,432,553,0
RRRLRRLRLLRL,HIGHWAY,231469,233472,344,4,4,7637,139,132,1
RRRLRRLRLLLR,TIMEOUT,-1,20000000,-1,0,0,180877,571,487,0
RRRLRRLRLLLL,TIMEOUT,-1,20000000,-1,0,0,157419,458,463,0
RRRLRRLLRRRR,TIMEOUT,-1,20000000,-1,0,0,2558803,1647,1633,0
RRRLRRLLRRRL,TIMEOUT,-1,20000000,-1,0,0,158988,444,452,0
RRRLRRLLRRLR,TIMEOUT,-1,20000000,-1,0,0,190620,428,510,0
RRRLRRLLRRLL,TIMEOUT,-1,20000000,-1,0,0,283062,542,564,0
RRRLRRLLRLRR,OOB,-1,655799,-1,0,0,33265,1061,1101,0
RRRLRRLLRLRL,TIMEOUT,-1,20000000,-1,0,0,156832,444,486,0
RRRLRRLLRLLR,HIGHWAY,233562,236544,532,4,4,8375,124,124,1
RRRLRRLLRLLL,TIMEOUT,-1,20000000,-1,0,0,147040,449,440,0
RRRLRRLLLRRR,TIMEOUT,-1,20000000,-1,0,0,3318477,1823,1821,0
RRRLRRLLLRRL,TIMEOUT,-1,20000000,-1,0,0,3335415,1827,1826,0
RRRLRRLLLRLR,TIMEOUT,-1,20000000,-1,0,0,3339150,1829,1827,0
RRRLRRLLLRLL,TIMEOUT,-1,20000000,-1,0,0,210282,490,486,0
RRRLRRLLLLRR,TIMEOUT,-1,20000000,-1,0,0,2865365,1694,1692,0
RRRLRRLLLLRL,TIMEOUT,-1,20000000,-1,0,0,2862778,1692,1693,0
